"step_idx","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step__MIN","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step__MAX","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)__MIN","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)__MAX"
"85044","945","945","945","255.92064814407473","255.92064814407473","255.92064814407473"
"85098","946","946","946","255.98577093018142","255.98577093018142","255.98577093018142"
"85151","947","947","947","255.34830472184763","255.34830472184763","255.34830472184763"
"85206","948","948","948","255.61874152354426","255.61874152354426","255.61874152354426"
"85342","949","949","949","258.5442217276939","258.5442217276939","258.5442217276939"
"85399","950","950","950","257.5919517601806","257.5919517601806","257.5919517601806"
"85449","951","951","951","256.99713251329484","256.99713251329484","256.99713251329484"
"85497","952","952","952","256.62731694582516","256.62731694582516","256.62731694582516"
"85551","953","953","953","256.74620910326934","256.74620910326934","256.74620910326934"
"85602","954","954","954","256.7785329239032","256.7785329239032","256.7785329239032"
"85654","955","955","955","256.99617689949343","256.99617689949343","256.99617689949343"
"85712","956","956","956","257.48417756102566","257.48417756102566","257.48417756102566"
"85765","957","957","957","257.5601388882534","257.5601388882534","257.5601388882534"
"85818","958","958","958","257.4644650701397","257.4644650701397","257.4644650701397"
"85969","959","959","959","260.85781136215166","260.85781136215166","260.85781136215166"
"86030","960","960","960","257.04142790527794","257.04142790527794","257.04142790527794"
"86091","961","961","961","256.9227964016383","256.9227964016383","256.9227964016383"
"86146","962","962","962","250.68732659875295","250.68732659875295","250.68732659875295"
"86200","963","963","963","250.2778736693218","250.2778736693218","250.2778736693218"
"86261","964","964","964","250.71227583152128","250.71227583152128","250.71227583152128"
"86318","965","965","965","250.27259257271703","250.27259257271703","250.27259257271703"
"86368","966","966","966","250.09994823161728","250.09994823161728","250.09994823161728"
"86417","967","967","967","249.3718955576071","249.3718955576071","249.3718955576071"
"86466","968","968","968","249.3041697198504","249.3041697198504","249.3041697198504"
"86604","969","969","969","250.22864151964626","250.22864151964626","250.22864151964626"
"86667","970","970","970","249.72212745732475","249.72212745732475","249.72212745732475"
"86724","971","971","971","249.86191496428154","249.86191496428154","249.86191496428154"
"86777","972","972","972","248.52958976862416","248.52958976862416","248.52958976862416"
"86834","973","973","973","249.14890279869073","249.14890279869073","249.14890279869073"
"86889","974","974","974","248.30347978592164","248.30347978592164","248.30347978592164"
"86939","975","975","975","248.12255484182603","248.12255484182603","248.12255484182603"
"86993","976","976","976","247.78800470112208","247.78800470112208","247.78800470112208"
"87046","977","977","977","247.97968486054344","247.97968486054344","247.97968486054344"
"87099","978","978","978","247.7880621342131","247.7880621342131","247.7880621342131"
"87226","979","979","979","248.84203039617776","248.84203039617776","248.84203039617776"
"87287","980","980","980","248.2527677550346","248.2527677550346","248.2527677550346"
"87344","981","981","981","247.89242250888208","247.89242250888208","247.89242250888208"
"87404","982","982","982","247.9694260588034","247.9694260588034","247.9694260588034"
"87461","983","983","983","248.23199934628238","248.23199934628238","248.23199934628238"
"87520","984","984","984","248.7744099402595","248.7744099402595","248.7744099402595"
"87578","985","985","985","249.28979583187606","249.28979583187606","249.28979583187606"
"87640","986","986","986","249.61836831036362","249.61836831036362","249.61836831036362"
"87699","987","987","987","249.52105078713862","249.52105078713862","249.52105078713862"
"87756","988","988","988","249.60959313274344","249.60959313274344","249.60959313274344"
"88076","989","989","989","224.04118430753158","224.04118430753158","224.04118430753158"
"88316","990","990","990","230.21822673173824","230.21822673173824","230.21822673173824"
"88566","991","991","991","221.54902501772003","221.54902501772003","221.54902501772003"
"88682","992","992","992","218.66090022671665","218.66090022671665","218.66090022671665"
"88739","993","993","993","217.7052955092761","217.7052955092761","217.7052955092761"
"88797","994","994","994","217.91693766757777","217.91693766757777","217.91693766757777"
"88858","995","995","995","217.13369091334545","217.13369091334545","217.13369091334545"
"88917","996","996","996","217.4998182936927","217.4998182936927","217.4998182936927"
"88977","997","997","997","217.6808019206591","217.6808019206591","217.6808019206591"
"89036","998","998","998","217.56295425117088","217.56295425117088","217.56295425117088"
"89349","999","999","999","233.28424758104467","233.28424758104467","233.28424758104467"
"89459","1000","1000","1000","239.51085645818694","239.51085645818694","239.51085645818694"
"89524","1001","1001","1001","240.89607031006403","240.89607031006403","240.89607031006403"
"89581","1002","1002","1002","240.5846120459447","240.5846120459447","240.5846120459447"
"89634","1003","1003","1003","241.0166207647384","241.0166207647384","241.0166207647384"
"89688","1004","1004","1004","240.56642601031317","240.56642601031317","240.56642601031317"
"89748","1005","1005","1005","241.4315086173011","241.4315086173011","241.4315086173011"
"89806","1006","1006","1006","240.99465617013274","240.99465617013274","240.99465617013274"
"89866","1007","1007","1007","241.71951543168524","241.71951543168524","241.71951543168524"
"89921","1008","1008","1008","241.4574662466566","241.4574662466566","241.4574662466566"
"90058","1009","1009","1009","237.34253619038194","237.34253619038194","237.34253619038194"
"90124","1010","1010","1010","237.327201299419","237.327201299419","237.327201299419"
"90181","1011","1011","1011","237.18405594155436","237.18405594155436","237.18405594155436"
"90236","1012","1012","1012","237.1404644229084","237.1404644229084","237.1404644229084"
"90288","1013","1013","1013","236.99912014214212","236.99912014214212","236.99912014214212"
"90338","1014","1014","1014","236.50724536588413","236.50724536588413","236.50724536588413"
"90389","1015","1015","1015","236.14945742269123","236.14945742269123","236.14945742269123"
"90443","1016","1016","1016","236.42266173212624","236.42266173212624","236.42266173212624"
"90492","1017","1017","1017","236.37771638265764","236.37771638265764","236.37771638265764"
"90544","1018","1018","1018","236.57286245721352","236.57286245721352","236.57286245721352"
"90659","1019","1019","1019","235.18816295457137","235.18816295457137","235.18816295457137"
"90714","1020","1020","1020","235.1625214933713","235.1625214933713","235.1625214933713"
"90767","1021","1021","1021","234.83383294531993","234.83383294531993","234.83383294531993"
"90819","1022","1022","1022","234.95546059839887","234.95546059839887","234.95546059839887"
"90871","1023","1023","1023","234.47393219817536","234.47393219817536","234.47393219817536"
"90934","1024","1024","1024","235.234742348106","235.234742348106","235.234742348106"
"90995","1025","1025","1025","235.2860917358052","235.2860917358052","235.2860917358052"
"91050","1026","1026","1026","235.66871325581806","235.66871325581806","235.66871325581806"
"91102","1027","1027","1027","235.30657721142688","235.30657721142688","235.30657721142688"
"91160","1028","1028","1028","235.90787776372972","235.90787776372972","235.90787776372972"
"91268","1029","1029","1029","234.33472996640882","234.33472996640882","234.33472996640882"
"91326","1030","1030","1030","234.85487141932083","234.85487141932083","234.85487141932083"
"91383","1031","1031","1031","234.6088359903482","234.6088359903482","234.6088359903482"
"91437","1032","1032","1032","234.83989693079806","234.83989693079806","234.83989693079806"
"91490","1033","1033","1033","234.32967046026857","234.32967046026857","234.32967046026857"
"91544","1034","1034","1034","234.33429688039075","234.33429688039075","234.33429688039075"
"91601","1035","1035","1035","234.1802028255207","234.1802028255207","234.1802028255207"
"91657","1036","1036","1036","234.05605129470314","234.05605129470314","234.05605129470314"
"91716","1037","1037","1037","234.1327541405735","234.1327541405735","234.1327541405735"
"91773","1038","1038","1038","234.1596395956716","234.1596395956716","234.1596395956716"
"91914","1039","1039","1039","225.41403730492283","225.41403730492283","225.41403730492283"
"91966","1040","1040","1040","209.47438527628682","209.47438527628682","209.47438527628682"
"92020","1041","1041","1041","193.63911691933944","193.63911691933944","193.63911691933944"
"92082","1042","1042","1042","191.9458046312054","191.9458046312054","191.9458046312054"
"92147","1043","1043","1043","192.52073066559197","192.52073066559197","192.52073066559197"
"92203","1044","1044","1044","192.33553728422052","192.33553728422052","192.33553728422052"
"92261","1045","1045","1045","192.25079278640632","192.25079278640632","192.25079278640632"
"92319","1046","1046","1046","192.1985753309153","192.1985753309153","192.1985753309153"
"92383","1047","1047","1047","192.32162307032434","192.32162307032434","192.32162307032434"
"92440","1048","1048","1048","192.29722839626777","192.29722839626777","192.29722839626777"
"92568","1049","1049","1049","176.14888231436345","176.14888231436345","176.14888231436345"
"92635","1050","1050","1050","169.98580771713554","169.98580771713554","169.98580771713554"
"92695","1051","1051","1051","169.22504564828301","169.22504564828301","169.22504564828301"
"92761","1052","1052","1052","169.92965386230145","169.92965386230145","169.92965386230145"
"92816","1053","1053","1053","169.59295555035075","169.59295555035075","169.59295555035075"
"92871","1054","1054","1054","170.14085040087167","170.14085040087167","170.14085040087167"
"92924","1055","1055","1055","169.3438794584999","169.3438794584999","169.3438794584999"
"92975","1056","1056","1056","169.49784878058813","169.49784878058813","169.49784878058813"
"93024","1057","1057","1057","168.53661102831364","168.53661102831364","168.53661102831364"
"93079","1058","1058","1058","168.99321498944394","168.99321498944394","168.99321498944394"
"93215","1059","1059","1059","169.37261780090364","169.37261780090364","169.37261780090364"
"93276","1060","1060","1060","168.88656909990053","168.88656909990053","168.88656909990053"
"93329","1061","1061","1061","168.69769200797754","168.69769200797754","168.69769200797754"
"93381","1062","1062","1062","168.79608961385756","168.79608961385756","168.79608961385756"
"93436","1063","1063","1063","168.93812512234032","168.93812512234032","168.93812512234032"
"93498","1064","1064","1064","169.6424056001965","169.6424056001965","169.6424056001965"
"93559","1065","1065","1065","170.0082574734181","170.0082574734181","170.0082574734181"
"93616","1066","1066","1066","170.18804323154825","170.18804323154825","170.18804323154825"
"93673","1067","1067","1067","170.51428302422272","170.51428302422272","170.51428302422272"
"93726","1068","1068","1068","170.66217661175153","170.66217661175153","170.66217661175153"
"93849","1069","1069","1069","171.0381863433461","171.0381863433461","171.0381863433461"
"93912","1070","1070","1070","171.55640283277057","171.55640283277057","171.55640283277057"
"93973","1071","1071","1071","171.55718418102188","171.55718418102188","171.55718418102188"
"94025","1072","1072","1072","171.69766194323603","171.69766194323603","171.69766194323603"
"94075","1073","1073","1073","171.50030621908942","171.50030621908942","171.50030621908942"
"94126","1074","1074","1074","170.7999143995122","170.7999143995122","170.7999143995122"
"94176","1075","1075","1075","170.48819677344937","170.48819677344937","170.48819677344937"
"94222","1076","1076","1076","169.94346613859759","169.94346613859759","169.94346613859759"
"94275","1077","1077","1077","170.03497167089301","170.03497167089301","170.03497167089301"
"94332","1078","1078","1078","169.9523998884397","169.9523998884397","169.9523998884397"
"94452","1079","1079","1079","170.31870362063103","170.31870362063103","170.31870362063103"
"94507","1080","1080","1080","169.2236930084836","169.2236930084836","169.2236930084836"
"94561","1081","1081","1081","169.47693809561682","169.47693809561682","169.47693809561682"
"94620","1082","1082","1082","168.97445508109186","168.97445508109186","168.97445508109186"
"94683","1083","1083","1083","169.91258902913228","169.91258902913228","169.91258902913228"
"94739","1084","1084","1084","169.58701201878978","169.58701201878978","169.58701201878978"
"94796","1085","1085","1085","170.00819773841963","170.00819773841963","170.00819773841963"
"94853","1086","1086","1086","169.64449164918835","169.64449164918835","169.64449164918835"
"94913","1087","1087","1087","170.13067309669842","170.13067309669842","170.13067309669842"
"94979","1088","1088","1088","170.12197223019393","170.12197223019393","170.12197223019393"
"95100","1089","1089","1089","167.31949250417765","167.31949250417765","167.31949250417765"
"95169","1090","1090","1090","170.4855764139243","170.4855764139243","170.4855764139243"
"95406","1091","1091","1091","184.14095000831108","184.14095000831108","184.14095000831108"
"95720","1092","1092","1092","204.99400961951898","204.99400961951898","204.99400961951898"
"95790","1093","1093","1093","205.80011394935954","205.80011394935954","205.80011394935954"
"95853","1094","1094","1094","205.98417467308573","205.98417467308573","205.98417467308573"
"95914","1095","1095","1095","206.87614959000018","206.87614959000018","206.87614959000018"
"95980","1096","1096","1096","206.68295423112298","206.68295423112298","206.68295423112298"
"96039","1097","1097","1097","207.08903121250378","207.08903121250378","207.08903121250378"
"96101","1098","1098","1098","206.91018594053202","206.91018594053202","206.91018594053202"
"96212","1099","1099","1099","204.74892269171025","204.74892269171025","204.74892269171025"
"96274","1100","1100","1100","204.92956883438194","204.92956883438194","204.92956883438194"
"96329","1101","1101","1101","204.82167264070574","204.82167264070574","204.82167264070574"
"96384","1102","1102","1102","204.4780232257186","204.4780232257186","204.4780232257186"
"96440","1103","1103","1103","204.58625130137005","204.58625130137005","204.58625130137005"
"96499","1104","1104","1104","204.62533335720138","204.62533335720138","204.62533335720138"
"96552","1105","1105","1105","204.67328919665323","204.67328919665323","204.67328919665323"
"96605","1106","1106","1106","204.6281000205625","204.6281000205625","204.6281000205625"
"96662","1107","1107","1107","205.07895756660557","205.07895756660557","205.07895756660557"
"96716","1108","1108","1108","204.90947474510887","204.90947474510887","204.90947474510887"
"96882","1109","1109","1109","205.94692891603233","205.94692891603233","205.94692891603233"
"96948","1110","1110","1110","206.646170562161","206.646170562161","206.646170562161"
"97005","1111","1111","1111","206.92635047037186","206.92635047037186","206.92635047037186"
"97060","1112","1112","1112","206.64501275418962","206.64501275418962","206.64501275418962"
"97114","1113","1113","1113","206.7085579001028","206.7085579001028","206.7085579001028"
"97174","1114","1114","1114","206.35194911344058","206.35194911344058","206.35194911344058"
"97230","1115","1115","1115","206.36077127804995","206.36077127804995","206.36077127804995"
"97284","1116","1116","1116","206.04864882968596","206.04864882968596","206.04864882968596"
"97338","1117","1117","1117","206.0907553614305","206.0907553614305","206.0907553614305"
"97389","1118","1118","1118","205.80370243843257","205.80370243843257","205.80370243843257"
"97926","1119","1119","1119","230.90570009648127","230.90570009648127","230.90570009648127"
"98273","1120","1120","1120","249.40174874028912","249.40174874028912","249.40174874028912"
"98351","1121","1121","1121","250.6031390336059","250.6031390336059","250.6031390336059"
"98413","1122","1122","1122","250.70709564774893","250.70709564774893","250.70709564774893"
"98465","1123","1123","1123","251.30000160809115","251.30000160809115","251.30000160809115"
"98517","1124","1124","1124","250.94862565763052","250.94862565763052","250.94862565763052"
"98571","1125","1125","1125","251.56842199238196","251.56842199238196","251.56842199238196"
"98627","1126","1126","1126","251.68029503206978","251.68029503206978","251.68029503206978"
"98680","1127","1127","1127","252.04924616222172","252.04924616222172","252.04924616222172"
"98730","1128","1128","1128","251.3209442719691","251.3209442719691","251.3209442719691"
"98865","1129","1129","1129","252.50184418194064","252.50184418194064","252.50184418194064"
"98928","1130","1130","1130","253.24561539655883","253.24561539655883","253.24561539655883"
"98983","1131","1131","1131","253.13960681667376","253.13960681667376","253.13960681667376"
"99039","1132","1132","1132","253.1685242341491","253.1685242341491","253.1685242341491"
"99096","1133","1133","1133","252.8345928307807","252.8345928307807","252.8345928307807"
"99151","1134","1134","1134","252.76479731626742","252.76479731626742","252.76479731626742"
"99201","1135","1135","1135","252.37491342319134","252.37491342319134","252.37491342319134"
"99251","1136","1136","1136","252.03581862610025","252.03581862610025","252.03581862610025"
"99306","1137","1137","1137","251.66584347645437","251.66584347645437","251.66584347645437"
"99359","1138","1138","1138","251.15244149190062","251.15244149190062","251.15244149190062"
"99487","1139","1139","1139","251.80167087322417","251.80167087322417","251.80167087322417"
"99544","1140","1140","1140","248.88174951580058","248.88174951580058","248.88174951580058"
"99607","1141","1141","1141","235.9548496744897","235.9548496744897","235.9548496744897"
"99672","1142","1142","1142","215.11740529626314","215.11740529626314","215.11740529626314"
"99726","1143","1143","1143","213.85623595371808","213.85623595371808","213.85623595371808"
"99780","1144","1144","1144","213.43989737617812","213.43989737617812","213.43989737617812"
"99830","1145","1145","1145","212.27734127048282","212.27734127048282","212.27734127048282"
"99882","1146","1146","1146","212.0958164429387","212.0958164429387","212.0958164429387"
"99942","1147","1147","1147","211.69772102482125","211.69772102482125","211.69772102482125"
"100001","1148","1148","1148","211.81728165400204","211.81728165400204","211.81728165400204"
"100318","1149","1149","1149","221.1845567700092","221.1845567700092","221.1845567700092"
"100761","1150","1150","1150","249.36557001715596","249.36557001715596","249.36557001715596"
"100825","1151","1151","1151","249.821333689377","249.821333689377","249.821333689377"
"100883","1152","1152","1152","249.99864068854856","249.99864068854856","249.99864068854856"
"100939","1153","1153","1153","249.95131289942913","249.95131289942913","249.95131289942913"
"100997","1154","1154","1154","249.96945780201114","249.96945780201114","249.96945780201114"
"101049","1155","1155","1155","249.94382578839665","249.94382578839665","249.94382578839665"
"101104","1156","1156","1156","249.9664328294285","249.9664328294285","249.9664328294285"
"101162","1157","1157","1157","250.08716781292358","250.08716781292358","250.08716781292358"
"101223","1158","1158","1158","250.34360546401828","250.34360546401828","250.34360546401828"
"101410","1159","1159","1159","253.9174208333652","253.9174208333652","253.9174208333652"
"101628","1160","1160","1160","265.5866069944507","265.5866069944507","265.5866069944507"
"103395","1161","1161","1161","410.26139961348645","410.26139961348645","410.26139961348645"
"103456","1162","1162","1162","410.7388490513497","410.7388490513497","410.7388490513497"
"103514","1163","1163","1163","411.18696053959667","411.18696053959667","411.18696053959667"
"103565","1164","1164","1164","410.6297471185578","410.6297471185578","410.6297471185578"
"103619","1165","1165","1165","410.6260221092362","410.6260221092362","410.6260221092362"
"103674","1166","1166","1166","410.54257156393265","410.54257156393265","410.54257156393265"
"103728","1167","1167","1167","410.6765874919441","410.6765874919441","410.6765874919441"
"103787","1168","1168","1168","410.8782659808855","410.8782659808855","410.8782659808855"
"104389","1169","1169","1169","423.38804610040245","423.38804610040245","423.38804610040245"
"104804","1170","1170","1170","431.205336050174","431.205336050174","431.205336050174"
"104870","1171","1171","1171","430.3012550379362","430.3012550379362","430.3012550379362"
"104933","1172","1172","1172","430.718065640806","430.718065640806","430.718065640806"
"104988","1173","1173","1173","430.48081063703023","430.48081063703023","430.48081063703023"
"105045","1174","1174","1174","431.1787571961631","431.1787571961631","431.1787571961631"
"105103","1175","1175","1175","430.77796667792063","430.77796667792063","430.77796667792063"
"105157","1176","1176","1176","431.2409106735062","431.2409106735062","431.2409106735062"
"105206","1177","1177","1177","430.50288194537336","430.50288194537336","430.50288194537336"
"105257","1178","1178","1178","430.9707484854421","430.9707484854421","430.9707484854421"
"105366","1179","1179","1179","429.5403606011979","429.5403606011979","429.5403606011979"
"105429","1180","1180","1180","429.69223414296243","429.69223414296243","429.69223414296243"
"105486","1181","1181","1181","429.26986397422644","429.26986397422644","429.26986397422644"
"105544","1182","1182","1182","429.6162130490562","429.6162130490562","429.6162130490562"
"105599","1183","1183","1183","429.129945002479","429.129945002479","429.129945002479"
"105656","1184","1184","1184","429.53999903413523","429.53999903413523","429.53999903413523"
"105708","1185","1185","1185","429.3042358825871","429.3042358825871","429.3042358825871"
"105760","1186","1186","1186","429.68412919812255","429.68412919812255","429.68412919812255"
"105816","1187","1187","1187","429.4620122102123","429.4620122102123","429.4620122102123"
"105869","1188","1188","1188","429.6672382489904","429.6672382489904","429.6672382489904"
"106498","1189","1189","1189","467.34799861202526","467.34799861202526","467.34799861202526"
"106598","1190","1190","1190","471.64358796502813","471.64358796502813","471.64358796502813"
"106656","1191","1191","1191","471.52443524251044","471.52443524251044","471.52443524251044"
"106704","1192","1192","1192","470.60307975794075","470.60307975794075","470.60307975794075"
"106753","1193","1193","1193","470.69409923492304","470.69409923492304","470.69409923492304"
"106810","1194","1194","1194","470.65671416741","470.65671416741","470.65671416741"
"106867","1195","1195","1195","471.35696593204995","471.35696593204995","471.35696593204995"
"106921","1196","1196","1196","471.17203254427005","471.17203254427005","471.17203254427005"
"106975","1197","1197","1197","471.1063111129567","471.1063111129567","471.1063111129567"
"107025","1198","1198","1198","470.4018617770892","470.4018617770892","470.4018617770892"
"107144","1199","1199","1199","462.34473203989086","462.34473203989086","462.34473203989086"
"107212","1200","1200","1200","434.6732789712553","434.6732789712553","434.6732789712553"
"107267","1201","1201","1201","433.922445792361","433.922445792361","433.922445792361"
"107321","1202","1202","1202","433.89333389715785","433.89333389715785","433.89333389715785"
"107382","1203","1203","1203","433.96946262435006","433.96946262435006","433.96946262435006"
"107439","1204","1204","1204","434.1441854704584","434.1441854704584","434.1441854704584"
"107497","1205","1205","1205","434.23443314878733","434.23443314878733","434.23443314878733"
"107553","1206","1206","1206","434.66099475491586","434.66099475491586","434.66099475491586"
"107607","1207","1207","1207","434.22265343352194","434.22265343352194","434.22265343352194"
"107660","1208","1208","1208","434.10247543347856","434.10247543347856","434.10247543347856"
"107799","1209","1209","1209","428.38878238043327","428.38878238043327","428.38878238043327"
"107886","1210","1210","1210","418.6197158411272","418.6197158411272","418.6197158411272"
"108013","1211","1211","1211","283.56821025575755","283.56821025575755","283.56821025575755"
"108075","1212","1212","1212","283.7033596785527","283.7033596785527","283.7033596785527"
"108126","1213","1213","1213","282.6904816474452","282.6904816474452","282.6904816474452"
"108175","1214","1214","1214","283.070573446106","283.070573446106","283.070573446106"
"108226","1215","1215","1215","282.5648455639494","282.5648455639494","282.5648455639494"
"108280","1216","1216","1216","282.90964305007606","282.90964305007606","282.90964305007606"
"108341","1217","1217","1217","282.7534924667265","282.7534924667265","282.7534924667265"
"108395","1218","1218","1218","282.88587208242706","282.88587208242706","282.88587208242706"
"108520","1219","1219","1219","245.11316255500284","245.11316255500284","245.11316255500284"
"108578","1220","1220","1220","218.47504404079228","218.47504404079228","218.47504404079228"
"108635","1221","1221","1221","218.28146577664825","218.28146577664825","218.28146577664825"
"108691","1222","1222","1222","217.89625851462435","217.89625851462435","217.89625851462435"
"108749","1223","1223","1223","218.0858369130127","218.0858369130127","218.0858369130127"
"108810","1224","1224","1224","218.37843454898294","218.37843454898294","218.37843454898294"
"108864","1225","1225","1225","218.1826087017571","218.1826087017571","218.1826087017571"
"108923","1226","1226","1226","218.41468743730806","218.41468743730806","218.41468743730806"
"108976","1227","1227","1227","218.65252325638397","218.65252325638397","218.65252325638397"
"109036","1228","1228","1228","219.10522527751957","219.10522527751957","219.10522527751957"
"109170","1229","1229","1229","220.0013707740324","220.0013707740324","220.0013707740324"
"109239","1230","1230","1230","220.33925582765022","220.33925582765022","220.33925582765022"
"109292","1231","1231","1231","220.30551431211575","220.30551431211575","220.30551431211575"
"109344","1232","1232","1232","220.06096198534848","220.06096198534848","220.06096198534848"
"109395","1233","1233","1233","219.91556779111158","219.91556779111158","219.91556779111158"
"109449","1234","1234","1234","219.7715359071918","219.7715359071918","219.7715359071918"
"109499","1235","1235","1235","219.71995424465996","219.71995424465996","219.71995424465996"
"109549","1236","1236","1236","219.58739138846695","219.58739138846695","219.58739138846695"
"109601","1237","1237","1237","219.40434639205975","219.40434639205975","219.40434639205975"
"109656","1238","1238","1238","219.5171357645291","219.5171357645291","219.5171357645291"
"110005","1239","1239","1239","197.27073364723142","197.27073364723142","197.27073364723142"
"110556","1240","1240","1240","225.4895375906643","225.4895375906643","225.4895375906643"
"110985","1241","1241","1241","245.85154175802262","245.85154175802262","245.85154175802262"
"111078","1242","1242","1242","250.37401330633648","250.37401330633648","250.37401330633648"
"111131","1243","1243","1243","250.13959811479947","250.13959811479947","250.13959811479947"
"111184","1244","1244","1244","250.2751982130408","250.2751982130408","250.2751982130408"
"111238","1245","1245","1245","249.67705446580544","249.67705446580544","249.67705446580544"
"111288","1246","1246","1246","249.82445842157037","249.82445842157037","249.82445842157037"
"111341","1247","1247","1247","249.3926433645396","249.3926433645396","249.3926433645396"
"111393","1248","1248","1248","249.8763126260105","249.8763126260105","249.8763126260105"
"112162","1249","1249","1249","303.3604881686743","303.3604881686743","303.3604881686743"
"112236","1250","1250","1250","303.4726680491032","303.4726680491032","303.4726680491032"
"112294","1251","1251","1251","303.57035912975147","303.57035912975147","303.57035912975147"
"112353","1252","1252","1252","304.19718806670414","304.19718806670414","304.19718806670414"
"112408","1253","1253","1253","303.8834685255727","303.8834685255727","303.8834685255727"
"112465","1254","1254","1254","303.92029462463694","303.92029462463694","303.92029462463694"
"112525","1255","1255","1255","304.05325947277123","304.05325947277123","304.05325947277123"
"112583","1256","1256","1256","304.0664119195472","304.0664119195472","304.0664119195472"
"112646","1257","1257","1257","304.5284183772917","304.5284183772917","304.5284183772917"
"112714","1258","1258","1258","305.27367115885255","305.27367115885255","305.27367115885255"
"113907","1259","1259","1259","380.6862978019359","380.6862978019359","380.6862978019359"
"114473","1260","1260","1260","418.58497380702306","418.58497380702306","418.58497380702306"
"114534","1261","1261","1261","409.55544583449125","409.55544583449125","409.55544583449125"
"114584","1262","1262","1262","408.4977807591307","408.4977807591307","408.4977807591307"
"114636","1263","1263","1263","409.1486276242208","409.1486276242208","409.1486276242208"
"114691","1264","1264","1264","408.942056852508","408.942056852508","408.942056852508"
"114745","1265","1265","1265","409.48891773600343","409.48891773600343","409.48891773600343"
"114800","1266","1266","1266","409.1158351750228","409.1158351750228","409.1158351750228"
"114854","1267","1267","1267","409.1969257470708","409.1969257470708","409.1969257470708"
"114906","1268","1268","1268","408.8327975569979","408.8327975569979","408.8327975569979"
"115035","1269","1269","1269","409.37826996818586","409.37826996818586","409.37826996818586"
"115103","1270","1270","1270","409.5753410611407","409.5753410611407","409.5753410611407"
"115163","1271","1271","1271","409.71441101528444","409.71441101528444","409.71441101528444"
"115216","1272","1272","1272","409.4211782290666","409.4211782290666","409.4211782290666"
"115267","1273","1273","1273","409.12780915946973","409.12780915946973","409.12780915946973"
"115317","1274","1274","1274","408.2744872718325","408.2744872718325","408.2744872718325"
"115365","1275","1275","1275","408.3057267393003","408.3057267393003","408.3057267393003"
"115418","1276","1276","1276","407.721478860819","407.721478860819","407.721478860819"
"115472","1277","1277","1277","408.07089816333877","408.07089816333877","408.07089816333877"
"115524","1278","1278","1278","407.4302940162932","407.4302940162932","407.4302940162932"
"115654","1279","1279","1279","407.8096679287794","407.8096679287794","407.8096679287794"
"115718","1280","1280","1280","407.28055488001706","407.28055488001706","407.28055488001706"
"115771","1281","1281","1281","407.58523552567567","407.58523552567567","407.58523552567567"
"115821","1282","1282","1282","407.2399275165226","407.2399275165226","407.2399275165226"
"115873","1283","1283","1283","407.5918980406321","407.5918980406321","407.5918980406321"
"115928","1284","1284","1284","407.36783046470094","407.36783046470094","407.36783046470094"
"115983","1285","1285","1285","407.85430780232474","407.85430780232474","407.85430780232474"
"116039","1286","1286","1286","407.9265431998229","407.9265431998229","407.9265431998229"
"116092","1287","1287","1287","408.2426618860593","408.2426618860593","408.2426618860593"
"116146","1288","1288","1288","407.94415849065194","407.94415849065194","407.94415849065194"
"116294","1289","1289","1289","394.9560176095575","394.9560176095575","394.9560176095575"
"116360","1290","1290","1290","362.92882463924417","362.92882463924417","362.92882463924417"
"116424","1291","1291","1291","343.09809718802893","343.09809718802893","343.09809718802893"
"116485","1292","1292","1292","338.90662742731286","338.90662742731286","338.90662742731286"
"116541","1293","1293","1293","339.4833838789628","339.4833838789628","339.4833838789628"
"116600","1294","1294","1294","339.3819077869417","339.3819077869417","339.3819077869417"
"116661","1295","1295","1295","340.2309038983624","340.2309038983624","340.2309038983624"
"116716","1296","1296","1296","340.0551593964023","340.0551593964023","340.0551593964023"
"116771","1297","1297","1297","340.6076722523327","340.6076722523327","340.6076722523327"
"116829","1298","1298","1298","340.5079155051951","340.5079155051951","340.5079155051951"
"116950","1299","1299","1299","287.15984153378946","287.15984153378946","287.15984153378946"
"117015","1300","1300","1300","286.1777139543097","286.1777139543097","286.1777139543097"
"117070","1301","1301","1301","286.41901983661114","286.41901983661114","286.41901983661114"
"117123","1302","1302","1302","285.5165602388169","285.5165602388169","285.5165602388169"
"117188","1303","1303","1303","286.33116251092594","286.33116251092594","286.33116251092594"
"117248","1304","1304","1304","286.2879959024342","286.2879959024342","286.2879959024342"
"117302","1305","1305","1305","286.1709559120654","286.1709559120654","286.1709559120654"
"117353","1306","1306","1306","285.61214229852123","285.61214229852123","285.61214229852123"
"117404","1307","1307","1307","285.22752592126176","285.22752592126176","285.22752592126176"
